order_id,user_id,item_sequence,timestamp
ORD00411,U0115,I0107|I0097,2024-01-30 17:07:25
ORD00412,U0185,I0083|I0085|I0093,2024-06-15 14:38:22
ORD00413,U0093,I0437|I0440|I0445,2024-11-13 10:56:06
ORD00414,U0054,I0270|I0284,2024-12-28 10:58:20
ORD00415,U0040,I0002|I0007|I0016,2024-02-27 12:46:40
ORD00416,U0245,I0067|I0071|I0073,2024-02-26 07:08:06
ORD00417,U0094,I0382|I0385,2024-07-05 18:26:03
ORD00418,U0171,I0136|I0128|I0131|I0135,2024-07-12 15:31:45
ORD00419,U0273,I0556|I0544|I0551|I0554,2024-06-12 14:49:27
ORD00420,U0113,I0079|I0085|I0088,2024-05-20 15:08:53
ORD00421,U0057,I0050|I0062,2024-04-24 13:53:40
ORD00422,U0283,I0412|I0417|I0424,2024-02-23 07:44:04
ORD00423,U0074,I0382|I0388,2024-01-22 18:42:35
ORD00424,U0298,I0075|I0064|I0072,2024-05-21 08:15:22
ORD00425,U0040,I0014|I0002|I0015,2024-07-01 18:47:28
ORD00426,U0271,I0314|I0305|I0312,2024-09-27 01:07:19
ORD00427,U0080,I0048|I0054|I0062,2024-01-05 12:27:35
ORD00428,U0233,I0561|I0569,2024-07-13 11:14:24
ORD00429,U0217,I0156|I0164,2024-02-18 18:25:38
ORD00430,U0029,I0223|I0226,2024-11-22 06:44:01
ORD00431,U0240,I0486|I0489,2024-03-05 05:23:27
ORD00432,U0218,I0188|I0193,2024-05-20 17:54:27
ORD00433,U0172,I0018|I0024|I0025,2024-01-26 09:00:07
ORD00434,U0159,I0200|I0189|I0203,2024-02-03 22:36:27
ORD00435,U0023,I0577|I0580|I0580|I0586,2024-02-06 21:00:19
ORD00436,U0183,I0298|I0288,2024-10-18 12:22:40
ORD00437,U0067,I0099|I0100,2024-07-14 19:09:47
ORD00438,U0013,I0607|I0599|I0600|I0604,2024-03-03 08:29:26
ORD00439,U0041,I0091|I0080,2024-11-09 18:09:19
ORD00440,U0083,I0526|I0516|I0522,2024-05-11 10:39:07
ORD00441,U0221,I0036|I0038|I0046,2024-08-25 17:09:16
ORD00442,U0291,I0498|I0503|I0507,2024-07-31 20:51:39
ORD00443,U0045,I0500|I0503|I0507,2024-03-03 06:36:57
ORD00444,U0187,I0350|I0356|I0358,2024-04-10 23:16:47
ORD00445,U0227,I0129|I0139,2024-01-16 12:18:48
ORD00446,U0206,I0416|I0418|I0430,2024-05-22 14:39:32
ORD00447,U0161,I0367|I0371|I0373,2024-04-12 20:43:45
ORD00448,U0022,I0625|I0631|I0630|I0634,2024-11-27 07:24:36
ORD00449,U0082,I0574|I0581,2024-05-30 20:42:02
ORD00450,U0048,I0361|I0349|I0357,2024-03-11 18:58:10
ORD00451,U0204,I0434|I0438|I0444,2024-05-12 23:31:07
ORD00452,U0109,I0486|I0488|I0493,2024-03-01 21:09:44
ORD00453,U0110,I0330|I0317|I0332,2024-11-02 13:30:28
ORD00454,U0110,I0048|I0056|I0058,2024-04-07 17:05:28
ORD00455,U0073,I0064|I0070,2024-12-05 18:55:53
ORD00456,U0215,I0531|I0534|I0537,2024-02-05 20:27:53
ORD00457,U0176,I0304|I0308|I0311,2024-07-03 15:50:32
ORD00458,U0083,I0437|I0442,2024-05-31 19:35:43
ORD00459,U0102,I0068|I0074,2024-02-26 12:52:49
ORD00460,U0163,I0004|I0007|I0011,2024-12-01 11:50:20
ORD00461,U0209,I0261|I0253|I0258,2024-09-03 13:37:23
ORD00462,U0050,I0034|I0039|I0043,2024-07-31 19:38:33
ORD00463,U0194,I0205|I0211,2024-08-12 22:23:18
ORD00464,U0187,I0019|I0024,2024-11-14 20:44:48
ORD00465,U0256,I0480|I0470|I0478,2024-06-14 14:48:07
ORD00466,U0172,I0113|I0124,2024-05-24 08:38:39
ORD00467,U0084,I0556|I0547|I0554,2024-04-20 18:59:57
ORD00468,U0051,I0091|I0079|I0084|I0090,2024-12-28 12:31:58
ORD00469,U0279,I0106|I0097|I0109,2024-03-23 09:29:55
ORD00470,U0283,I0382|I0384|I0388,2024-11-04 21:26:51
ORD00471,U0203,I0002|I0016,2024-04-13 20:16:52
ORD00472,U0158,I0411|I0423,2024-01-13 01:09:58
ORD00473,U0192,I0541|I0531|I0534|I0539,2024-06-16 09:25:26
ORD00474,U0099,I0637|I0629|I0640,2024-02-20 21:24:35
ORD00475,U0089,I0399|I0409,2024-06-18 09:45:41
ORD00476,U0065,I0517|I0521|I0524,2024-12-21 10:35:25
ORD00477,U0082,I0317|I0322|I0327,2024-01-05 17:37:35
ORD00478,U0079,I0030|I0017|I0032,2024-01-10 18:08:07
ORD00479,U0233,I0350|I0355|I0357,2024-07-26 20:46:00
ORD00480,U0194,I0252|I0258,2024-12-29 08:01:25
ORD00481,U0297,I0099|I0100|I0103,2024-02-25 10:57:05
ORD00482,U0093,I0081|I0085|I0089,2024-02-09 13:01:42
ORD00483,U0212,I0075|I0065|I0074,2024-06-12 12:20:04
ORD00484,U0231,I0156|I0162|I0167,2024-08-08 17:54:42
ORD00485,U0017,I0112|I0116|I0117|I0120,2024-07-31 00:33:19
ORD00486,U0131,I0110|I0117|I0118,2024-07-20 14:09:45
ORD00487,U0111,I0365|I0369|I0373,2024-02-23 09:46:10
ORD00488,U0065,I0266|I0271,2024-05-15 18:41:10
ORD00489,U0151,I0471|I0477,2024-07-18 21:59:19
ORD00490,U0099,I0252|I0256|I0258,2024-08-14 19:37:45
ORD00491,U0160,I0169|I0159|I0164|I0166,2024-08-19 18:52:47
ORD00492,U0164,I0628|I0633|I0634,2024-08-08 12:57:48
ORD00493,U0033,I0453|I0460|I0462,2024-08-15 12:38:04
ORD00494,U0272,I0349|I0354,2024-11-10 12:50:13
ORD00495,U0096,I0350|I0356|I0358,2024-05-24 08:20:30
ORD00496,U0063,I0001|I0008,2024-03-24 13:50:12
ORD00497,U0165,I0231|I0221|I0232,2024-07-23 09:35:29
ORD00498,U0143,I0621|I0614,2024-12-12 17:43:54
ORD00499,U0223,I0329|I0318|I0322|I0327,2024-07-12 04:17:50
ORD00500,U0216,I0111|I0117|I0119,2024-08-17 12:36:50
ORD00501,U0011,I0290|I0291|I0296,2024-04-20 08:25:53
ORD00502,U0019,I0544|I0558,2024-09-07 01:30:41
ORD00503,U0049,I0413|I0423,2024-10-19 12:05:16
ORD00504,U0285,I0329|I0320|I0327,2024-09-27 23:31:56
ORD00505,U0063,I0364|I0377,2024-03-27 04:00:54
ORD00506,U0072,I0098|I0100|I0100|I0103,2024-03-15 18:51:14
ORD00507,U0189,I0544|I0550|I0549|I0552,2024-01-19 21:04:26
ORD00508,U0136,I0336|I0343,2024-09-28 08:08:41
ORD00509,U0299,I0470|I0473|I0478,2024-12-10 20:57:51
ORD00510,U0212,I0457|I0463,2024-04-03 16:42:27
ORD00511,U0251,I0270|I0274,2024-03-28 07:49:34
ORD00512,U0152,I0080|I0085,2024-09-26 07:31:38
ORD00513,U0031,I0205|I0210|I0213,2024-03-13 13:21:02
ORD00514,U0107,I0607|I0597|I0602|I0604,2024-09-11 08:32:21
ORD00515,U0055,I0127|I0131|I0134,2024-12-03 17:12:48
ORD00516,U0205,I0191|I0194|I0199,2024-04-29 22:36:55
ORD00517,U0053,I0151|I0140|I0148,2024-01-07 20:11:38
ORD00518,U0137,I0030|I0020|I0026,2024-04-13 07:35:23
ORD00519,U0044,I0360|I0352|I0359,2024-06-16 14:03:54
ORD00520,U0226,I0265|I0274,2024-10-11 21:12:58
ORD00521,U0151,I0201|I0192|I0199,2024-07-10 14:06:12
ORD00522,U0026,I0245|I0234,2024-01-21 20:36:47
ORD00523,U0137,I0234|I0240|I0242,2024-12-08 17:45:51
ORD00524,U0208,I0396|I0402,2024-11-16 20:17:35
ORD00525,U0254,I0205|I0210|I0214,2024-04-21 18:18:06
ORD00526,U0002,I0099|I0101|I0105,2024-04-28 20:44:39
ORD00527,U0123,I0156|I0162,2024-03-13 12:29:35
ORD00528,U0073,I0004|I0011,2024-01-09 08:16:13
ORD00529,U0040,I0156|I0167,2024-05-16 22:37:59
ORD00530,U0001,I0501|I0503|I0511,2024-11-14 01:43:51
ORD00531,U0149,I0230|I0220|I0227,2024-02-08 11:47:50
ORD00532,U0172,I0465|I0457|I0462,2024-09-14 13:23:56
ORD00533,U0235,I0014|I0003|I0009|I0010,2024-04-14 18:46:57
ORD00534,U0011,I0141|I0147|I0145|I0149,2024-07-12 03:36:57
ORD00535,U0221,I0364|I0369|I0373,2024-09-05 07:17:48
ORD00536,U0279,I0457|I0458|I0459|I0463,2024-05-15 20:25:17
ORD00537,U0214,I0265|I0275,2024-07-20 18:53:32
ORD00538,U0063,I0448|I0434|I0438|I0443,2024-07-12 21:09:12
ORD00539,U0239,I0152|I0144|I0150,2024-09-14 08:31:51
ORD00540,U0148,I0075|I0067|I0069|I0072,2024-04-19 19:07:44
ORD00541,U0028,I0501|I0504,2024-09-13 19:03:24
ORD00542,U0129,I0127|I0132,2024-09-15 22:35:15
ORD00543,U0080,I0080|I0090,2024-03-17 13:58:56
ORD00544,U0042,I0289|I0293|I0295,2024-11-11 18:24:37
ORD00545,U0217,I0406|I0397,2024-12-23 11:19:51
ORD00546,U0089,I0590|I0578|I0585,2024-09-22 19:16:54
ORD00547,U0070,I0427|I0413|I0429,2024-04-25 16:40:18
ORD00548,U0237,I0547|I0549|I0552,2024-07-23 13:20:04
ORD00549,U0258,I0361|I0352|I0358,2024-06-08 13:58:15
ORD00550,U0287,I0029|I0017,2024-10-20 08:58:34
ORD00551,U0155,I0246|I0235|I0249,2024-01-21 19:25:30
ORD00552,U0065,I0398|I0405,2024-06-27 20:05:05
ORD00553,U0029,I0279|I0267|I0275|I0276,2024-11-15 10:30:14
ORD00554,U0170,I0052|I0053|I0059,2024-03-20 14:35:21
ORD00555,U0254,I0126|I0131|I0135,2024-04-30 18:59:45
ORD00556,U0004,I0509|I0498|I0511,2024-01-01 08:56:58
ORD00557,U0062,I0530|I0534|I0538,2024-01-10 19:28:50
ORD00558,U0201,I0050|I0063,2024-07-06 23:52:33
ORD00559,U0121,I0548|I0551,2024-06-19 20:39:12
ORD00560,U0064,I0432|I0439|I0443,2024-11-13 18:15:23
ORD00561,U0088,I0517|I0522,2024-07-03 13:18:04
ORD00562,U0052,I0607|I0598|I0604,2024-09-27 19:29:40
ORD00563,U0214,I0434|I0441|I0443,2024-08-07 12:37:35
ORD00564,U0156,I0045|I0033|I0047,2024-02-24 13:46:10
ORD00565,U0235,I0266|I0273|I0278,2024-11-28 20:13:10
ORD00566,U0179,I0529|I0534,2024-09-11 08:41:37
ORD00567,U0289,I0345|I0335|I0344,2024-04-27 21:04:40
ORD00568,U0248,I0392|I0380,2024-08-11 18:32:19
ORD00569,U0270,I0252|I0257|I0260,2024-05-15 16:53:57
ORD00570,U0207,I0065|I0069|I0072,2024-09-15 07:59:54
ORD00571,U0244,I0329|I0317|I0323|I0328,2024-12-12 12:26:59
ORD00572,U0033,I0060|I0048|I0062,2024-06-20 19:38:36
ORD00573,U0016,I0175|I0180,2024-02-21 23:36:08
ORD00574,U0285,I0191|I0196|I0199,2024-04-21 09:47:45
ORD00575,U0083,I0447|I0432|I0442|I0443,2024-09-01 22:06:58
ORD00576,U0105,I0044|I0035|I0039|I0043,2024-07-31 20:21:09
ORD00577,U0095,I0540|I0533|I0538,2024-07-13 12:39:46
ORD00578,U0287,I0137|I0128|I0132|I0134,2024-12-05 06:05:18
ORD00579,U0066,I0529|I0535,2024-03-30 05:34:03
ORD00580,U0170,I0019|I0023|I0026,2024-09-30 12:55:56
ORD00581,U0081,I0290|I0292|I0297,2024-12-27 17:19:23
ORD00582,U0205,I0625|I0633|I0635,2024-09-10 03:21:48
ORD00583,U0216,I0250|I0255|I0258,2024-07-31 19:21:25
ORD00584,U0032,I0247|I0238|I0244,2024-11-20 19:02:46
ORD00585,U0178,I0075|I0068,2024-07-04 21:17:25
ORD00586,U0022,I0099|I0100|I0105,2024-05-16 13:19:17
ORD00587,U0117,I0017|I0031,2024-07-26 17:24:23
ORD00588,U0010,I0571|I0562|I0569,2024-02-18 13:27:49
ORD00589,U0282,I0125|I0132|I0134,2024-05-16 08:27:43
ORD00590,U0030,I0238|I0239|I0242,2024-06-09 18:56:57
ORD00591,U0275,I0574|I0581|I0585,2024-01-30 05:28:21
ORD00592,U0093,I0288|I0292|I0296,2024-02-20 17:30:34
ORD00593,U0063,I0068|I0069|I0073,2024-09-30 18:22:17
ORD00594,U0113,I0455|I0463,2024-04-23 20:15:25
ORD00595,U0270,I0269|I0275,2024-02-10 05:57:30
ORD00596,U0211,I0637|I0626|I0634,2024-11-22 22:14:09
ORD00597,U0157,I0561|I0566|I0567,2024-01-14 22:44:39
ORD00598,U0226,I0479|I0471,2024-11-20 03:17:57
ORD00599,U0197,I0313|I0302|I0308|I0312,2024-05-29 14:55:43
ORD00600,U0196,I0390|I0380|I0388,2024-03-12 18:34:56
ORD00601,U0027,I0304|I0307|I0312,2024-10-20 20:59:43
ORD00602,U0135,I0595|I0601|I0605,2024-11-18 17:55:18
ORD00603,U0219,I0061|I0050|I0056|I0058,2024-08-10 18:49:33
ORD00604,U0266,I0253|I0256|I0260,2024-12-25 09:58:59
ORD00605,U0008,I0281|I0265|I0272|I0278,2024-04-24 12:25:17
ORD00606,U0020,I0627|I0632,2024-10-30 18:49:29
ORD00607,U0007,I0112|I0116,2024-11-25 08:29:10
ORD00608,U0009,I0453|I0459|I0462,2024-09-04 20:13:47
ORD00609,U0210,I0060|I0050|I0063,2024-01-25 13:16:42
ORD00610,U0142,I0251|I0255|I0263,2024-02-27 20:41:25
ORD00611,U0026,I0219|I0224|I0229,2024-07-15 20:37:54
ORD00612,U0163,I0044|I0033|I0047,2024-04-09 01:54:43
ORD00613,U0181,I0548|I0552,2024-05-15 07:32:59
ORD00614,U0228,I0121|I0111|I0119,2024-08-09 12:52:43
ORD00615,U0213,I0076|I0065|I0077,2024-05-06 17:23:42
ORD00616,U0172,I0413|I0420|I0430,2024-08-29 03:23:50
ORD00617,U0023,I0290|I0300,2024-02-11 17:51:17
ORD00618,U0161,I0517|I0524,2024-10-03 12:13:09
ORD00619,U0194,I0596|I0601|I0605,2024-01-31 22:59:36
ORD00620,U0115,I0591|I0578|I0587,2024-02-17 20:33:38
ORD00621,U0027,I0622|I0612|I0619,2024-03-16 20:18:05
ORD00622,U0125,I0335|I0339|I0343,2024-05-02 19:07:04
ORD00623,U0124,I0456|I0462,2024-01-31 12:32:55
ORD00624,U0040,I0368|I0372,2024-06-23 19:14:06
ORD00625,U0292,I0126|I0139,2024-09-18 16:08:54
ORD00626,U0134,I0286|I0291,2024-06-07 13:09:19
ORD00627,U0295,I0509|I0499|I0512,2024-01-07 08:26:04
ORD00628,U0135,I0562|I0569,2024-02-09 08:02:42
ORD00629,U0221,I0017|I0025,2024-07-18 20:58:19
ORD00630,U0199,I0435|I0442,2024-04-03 18:07:11
ORD00631,U0173,I0345|I0333|I0347,2024-10-13 21:28:03
ORD00632,U0210,I0456|I0462,2024-10-21 13:08:13
ORD00633,U0094,I0599|I0608,2024-02-29 20:37:56
ORD00634,U0190,I0471|I0473,2024-07-16 18:17:18
ORD00635,U0050,I0221|I0224,2024-08-07 14:33:06
ORD00636,U0297,I0516|I0520|I0528,2024-05-29 11:11:15
ORD00637,U0074,I0044|I0036|I0040|I0042,2024-08-11 20:20:22
ORD00638,U0051,I0349|I0355,2024-04-16 13:14:10
ORD00639,U0087,I0288|I0300,2024-12-25 09:17:44
ORD00640,U0073,I0099|I0100|I0103,2024-08-20 20:57:48
ORD00641,U0277,I0555|I0547|I0549|I0553,2024-03-19 10:36:38
ORD00642,U0219,I0465|I0455|I0461,2024-10-05 18:54:32
ORD00643,U0062,I0456|I0459|I0466,2024-12-01 08:17:58
ORD00644,U0060,I0360|I0349|I0355|I0357,2024-07-15 12:29:36
ORD00645,U0263,I0066|I0072,2024-06-17 07:45:20
ORD00646,U0267,I0321|I0322|I0328,2024-08-31 00:08:13
ORD00647,U0193,I0221|I0228,2024-02-28 13:11:31
ORD00648,U0255,I0286|I0292|I0295,2024-06-17 06:35:40
ORD00649,U0107,I0174|I0180|I0183,2024-08-14 09:22:57
ORD00650,U0248,I0530|I0538,2024-11-22 09:18:57
ORD00651,U0249,I0510|I0502|I0504|I0508,2024-07-05 11:14:47
ORD00652,U0058,I0299|I0288|I0295,2024-09-14 13:11:06
ORD00653,U0238,I0319|I0328,2024-06-03 18:49:40
ORD00654,U0248,I0509|I0498|I0512,2024-04-14 14:56:53
ORD00655,U0210,I0061|I0050|I0063,2024-06-08 12:28:58
ORD00656,U0218,I0395|I0401,2024-07-07 18:21:17
ORD00657,U0024,I0313|I0306|I0310,2024-07-27 09:40:15
ORD00658,U0057,I0637|I0629|I0639,2024-10-07 02:24:34
ORD00659,U0047,I0337|I0347,2024-09-11 05:13:17
ORD00660,U0186,I0545|I0551|I0553,2024-11-29 18:18:51
ORD00661,U0083,I0365|I0371,2024-10-11 09:00:17
ORD00662,U0019,I0030|I0017|I0024|I0026,2024-11-03 13:10:20
ORD00663,U0145,I0303|I0307|I0311,2024-10-18 07:50:05
ORD00664,U0194,I0397|I0400|I0403,2024-01-29 14:45:25
ORD00665,U0213,I0021|I0024|I0025,2024-02-07 18:50:09
ORD00666,U0201,I0190|I0195|I0203,2024-07-17 18:19:02
ORD00667,U0141,I0470|I0475|I0478,2024-07-02 12:27:11
ORD00668,U0048,I0231|I0222,2024-04-20 21:34:51
ORD00669,U0260,I0237|I0241,2024-06-01 22:48:20
ORD00670,U0280,I0106|I0098|I0103,2024-06-22 12:36:12
ORD00671,U0056,I0302|I0307,2024-08-05 08:55:51
ORD00672,U0251,I0596|I0601|I0605,2024-11-21 13:46:56
ORD00673,U0291,I0222|I0225|I0228,2024-04-30 18:53:14
ORD00674,U0078,I0037|I0040,2024-06-06 20:17:26
ORD00675,U0108,I0571|I0561|I0566|I0567,2024-05-04 13:30:49
ORD00676,U0264,I0559|I0564|I0573,2024-09-28 06:08:03
ORD00677,U0007,I0168|I0157|I0165,2024-06-18 20:07:21
ORD00678,U0020,I0449|I0433|I0445,2024-12-05 15:25:29
ORD00679,U0005,I0288|I0293|I0297,2024-05-05 17:23:23
ORD00680,U0289,I0160|I0162|I0167,2024-10-04 12:38:16
ORD00681,U0129,I0495|I0484|I0491,2024-07-22 18:30:41
ORD00682,U0006,I0329|I0320|I0326,2024-01-03 11:12:06
ORD00683,U0103,I0107|I0095|I0103,2024-08-30 13:10:06
ORD00684,U0035,I0360|I0351|I0362,2024-12-26 08:18:49
ORD00685,U0219,I0597|I0605,2024-10-24 12:16:14
ORD00686,U0288,I0555|I0544|I0557,2024-02-09 18:17:30
ORD00687,U0092,I0261|I0254|I0264,2024-05-08 16:54:57
ORD00688,U0142,I0628|I0634,2024-03-06 00:14:59
ORD00689,U0111,I0083|I0093,2024-02-25 08:55:48
ORD00690,U0001,I0317|I0323|I0328,2024-11-09 13:42:11
ORD00691,U0242,I0317|I0323,2024-08-05 12:49:51
ORD00692,U0198,I0487|I0489,2024-07-25 07:38:50
ORD00693,U0110,I0169|I0157,2024-11-22 13:28:45
ORD00694,U0251,I0254|I0259,2024-09-10 12:01:20
ORD00695,U0188,I0480|I0471|I0473|I0478,2024-08-05 20:58:30
ORD00696,U0098,I0379|I0384,2024-06-20 12:12:22
ORD00697,U0003,I0595|I0601,2024-12-21 10:58:27
ORD00698,U0007,I0612|I0617,2024-07-04 12:44:56
ORD00699,U0130,I0279|I0270|I0284,2024-08-23 17:31:29
ORD00700,U0089,I0487|I0491,2024-01-15 12:39:24
ORD00701,U0079,I0173|I0177|I0187,2024-11-19 20:03:38
ORD00702,U0228,I0052|I0055,2024-11-27 08:39:59
ORD00703,U0009,I0335|I0339|I0348,2024-07-19 01:42:30
ORD00704,U0207,I0416|I0417|I0429,2024-03-15 19:32:49
ORD00705,U0076,I0268|I0271|I0277,2024-08-24 08:32:05
ORD00706,U0210,I0184|I0174|I0187,2024-08-05 12:21:31
ORD00707,U0239,I0574|I0584|I0593,2024-02-04 07:05:44
ORD00708,U0094,I0083|I0084|I0088,2024-11-02 01:40:31
ORD00709,U0192,I0469|I0474|I0478,2024-09-06 21:55:55
ORD00710,U0098,I0128|I0132,2024-04-21 08:08:50
ORD00711,U0290,I0329|I0319|I0326,2024-03-09 22:16:15
ORD00712,U0226,I0252|I0257|I0259,2024-05-15 19:33:12
ORD00713,U0231,I0160|I0164|I0165,2024-07-27 16:44:45
ORD00714,U0223,I0361|I0350|I0363,2024-09-28 22:35:46
ORD00715,U0138,I0091|I0081|I0088,2024-06-30 10:59:11
ORD00716,U0060,I0530|I0538,2024-02-24 13:20:22
ORD00717,U0191,I0578|I0580,2024-05-05 18:40:30
ORD00718,U0184,I0004|I0008|I0011,2024-09-08 21:11:29
ORD00719,U0184,I0306|I0307|I0310,2024-06-19 19:29:27
ORD00720,U0295,I0435|I0443,2024-04-08 18:38:02
ORD00721,U0173,I0485|I0491,2024-12-26 20:48:36
ORD00722,U0260,I0107|I0099|I0104,2024-08-18 02:32:10
ORD00723,U0086,I0306|I0307|I0315,2024-02-20 18:50:12
ORD00724,U0028,I0080|I0086,2024-06-27 12:29:11
ORD00725,U0001,I0141|I0146|I0149,2024-02-01 08:54:06
ORD00726,U0105,I0433|I0439|I0445,2024-08-03 20:23:14
ORD00727,U0003,I0483|I0489|I0493,2024-09-23 12:13:48
ORD00728,U0242,I0380|I0384|I0394,2024-02-19 11:59:44
ORD00729,U0069,I0407|I0398|I0402|I0404,2024-07-26 06:31:51
ORD00730,U0014,I0220|I0224|I0233,2024-05-20 12:52:54
ORD00731,U0001,I0638|I0625|I0639,2024-02-23 14:02:52
ORD00732,U0109,I0314|I0305|I0312,2024-03-10 13:18:45
ORD00733,U0160,I0382|I0387,2024-04-11 22:26:40
ORD00734,U0092,I0160|I0161,2024-06-29 19:22:37
ORD00735,U0052,I0406|I0396|I0401|I0403,2024-08-11 14:43:35
ORD00736,U0233,I0014|I0004|I0010,2024-04-27 13:47:26
ORD00737,U0060,I0622|I0614|I0616|I0619,2024-10-03 12:34:23
ORD00738,U0187,I0122|I0114|I0116|I0120,2024-02-01 08:21:20
ORD00739,U0133,I0201|I0191|I0197,2024-06-29 10:07:24
ORD00740,U0251,I0472|I0475,2024-05-23 09:21:31
ORD00741,U0152,I0028|I0019|I0026,2024-06-10 01:20:59
ORD00742,U0153,I0045|I0033|I0047,2024-04-06 08:34:08
ORD00743,U0049,I0128|I0134,2024-12-12 10:29:21
ORD00744,U0125,I0540|I0529|I0543,2024-05-24 03:38:15
ORD00745,U0052,I0392|I0379|I0388,2024-12-26 17:19:20
ORD00746,U0217,I0397|I0402|I0405,2024-10-15 20:53:30
ORD00747,U0222,I0122|I0112|I0117|I0120,2024-07-28 20:15:47
ORD00748,U0026,I0375|I0367|I0378,2024-10-17 18:11:51
ORD00749,U0142,I0517|I0523,2024-12-19 08:18:04
ORD00750,U0140,I0013|I0004|I0012,2024-02-20 10:29:56
ORD00751,U0163,I0095|I0102|I0104,2024-03-26 06:18:26
ORD00752,U0236,I0607|I0599|I0604,2024-07-03 21:00:24
ORD00753,U0176,I0336|I0339,2024-06-28 20:31:47
ORD00754,U0108,I0547|I0553,2024-06-05 03:54:23
ORD00755,U0293,I0092|I0079|I0093,2024-10-17 23:23:00
ORD00756,U0156,I0299|I0289|I0291|I0295,2024-08-30 16:39:32
ORD00757,U0181,I0588|I0576|I0587,2024-10-15 13:15:02
ORD00758,U0193,I0548|I0549|I0552,2024-06-02 09:07:16
ORD00759,U0293,I0287|I0294|I0297,2024-06-07 12:13:48
ORD00760,U0215,I0612|I0617,2024-02-11 18:43:29
ORD00761,U0163,I0526|I0514|I0523,2024-07-11 19:18:47
ORD00762,U0231,I0157|I0171,2024-04-22 00:53:20
ORD00763,U0172,I0468|I0477,2024-08-13 18:26:46
ORD00764,U0211,I0200|I0189|I0202,2024-08-20 16:26:49
ORD00765,U0012,I0329|I0321|I0332,2024-09-22 07:23:33
ORD00766,U0012,I0613|I0617|I0623,2024-11-26 21:29:15
ORD00767,U0189,I0235|I0240|I0242,2024-04-23 06:01:21
ORD00768,U0106,I0589|I0579|I0587,2024-06-21 23:50:50
ORD00769,U0091,I0479|I0472|I0477,2024-12-04 21:10:32
ORD00770,U0126,I0468|I0476,2024-10-17 03:43:15
ORD00771,U0209,I0532|I0534|I0535|I0538,2024-12-09 18:07:03
ORD00772,U0274,I0030|I0017|I0026,2024-11-11 12:52:30
ORD00773,U0021,I0368|I0371,2024-09-09 13:50:19
ORD00774,U0064,I0097|I0102|I0103,2024-10-07 08:26:25
ORD00775,U0174,I0143|I0154,2024-04-12 07:41:25
ORD00776,U0038,I0471|I0473|I0482,2024-05-12 11:28:57
ORD00777,U0170,I0457|I0462,2024-08-18 03:08:18
ORD00778,U0076,I0530|I0535,2024-08-06 12:18:05
ORD00779,U0158,I0169|I0159|I0171,2024-09-18 11:47:44
ORD00780,U0066,I0152|I0142|I0154,2024-01-11 20:37:21
ORD00781,U0156,I0152|I0142|I0155,2024-07-04 17:10:22
ORD00782,U0177,I0153|I0142|I0155,2024-05-26 20:31:01
ORD00783,U0087,I0541|I0532|I0537,2024-09-16 21:21:12
ORD00784,U0116,I0303|I0308|I0312,2024-10-29 18:07:09
ORD00785,U0101,I0360|I0353|I0357,2024-10-14 08:42:33
ORD00786,U0017,I0407|I0399|I0409,2024-04-15 15:34:01
ORD00787,U0276,I0079|I0087|I0085|I0088,2024-04-09 19:11:52
ORD00788,U0126,I0222|I0227,2024-01-16 22:17:48
ORD00789,U0283,I0266|I0271|I0276,2024-07-21 11:13:26
ORD00790,U0117,I0247|I0237|I0249,2024-02-08 15:50:41
ORD00791,U0027,I0329|I0318|I0325|I0326,2024-06-20 07:12:18
ORD00792,U0052,I0556|I0546|I0557,2024-08-13 13:57:47
ORD00793,U0058,I0464|I0457|I0460|I0463,2024-10-20 13:00:17
ORD00794,U0129,I0428|I0416|I0429,2024-05-07 14:32:28
ORD00795,U0146,I0306|I0307,2024-05-12 10:35:35
ORD00796,U0258,I0313|I0303|I0316,2024-01-03 11:32:43
ORD00797,U0241,I0498|I0504|I0508,2024-04-28 07:55:35
ORD00798,U0227,I0345|I0334|I0347,2024-10-23 09:19:07
ORD00799,U0257,I0306|I0308,2024-02-09 18:59:25
ORD00800,U0108,I0576|I0585,2024-03-15 19:50:31
ORD00801,U0088,I0168|I0158|I0171,2024-09-10 16:26:26
ORD00802,U0138,I0222|I0233,2024-05-24 08:21:25
ORD00803,U0182,I0330|I0321|I0327,2024-10-23 12:48:05
ORD00804,U0207,I0061|I0049,2024-06-26 19:01:14
ORD00805,U0104,I0206|I0213,2024-11-19 12:20:40
ORD00806,U0219,I0383|I0386,2024-03-18 19:39:43
ORD00807,U0258,I0453|I0458|I0466,2024-03-03 12:30:13
ORD00808,U0241,I0045|I0036|I0038|I0042,2024-08-23 16:03:56
ORD00809,U0052,I0061|I0052|I0063,2024-06-19 21:07:54
ORD00810,U0242,I0125|I0131|I0139,2024-11-16 08:09:57
ORD00811,U0154,I0574|I0583|I0585,2024-05-07 16:48:35
ORD00812,U0134,I0571|I0559|I0567,2024-10-26 19:55:00
ORD00813,U0161,I0367|I0377,2024-03-12 12:14:34
ORD00814,U0236,I0366|I0370,2024-08-22 19:01:01
ORD00815,U0072,I0122|I0113|I0124,2024-11-05 04:33:11
ORD00816,U0031,I0517|I0521,2024-01-13 22:55:40
ORD00817,U0168,I0556|I0544|I0554,2024-01-30 16:35:03
ORD00818,U0058,I0548|I0549|I0554,2024-12-24 13:41:38
ORD00819,U0098,I0076|I0066|I0070|I0073,2024-12-11 20:47:48
