item_id,restaurant_id,item_name,item_category,price_inr,is_veg,taste_vector,global_popularity
I0312,R020,Cold Coffee,Drink,137,Y,"0.0,0.37,0.15,0.04",0.75
I0313,R020,Bruschetta,Starter,192,Y,"0.05,0.0,0.39,0.26",0.56
I0314,R020,Chicken Quesadilla,Starter,240,N,"0.39,0.0,0.36,0.14",0.79
I0315,R020,Cheesecake,Dessert,200,Y,"0.0,0.81,0.19,0.24",0.56
I0316,R020,Panna Cotta,Dessert,188,Y,"0.04,0.68,0.1,0.16",0.93
I0317,R021,Classic Burger,Main,195,N,"0.13,0.01,0.49,0.02",0.91
I0318,R021,Spicy Chicken Burger,Main,210,N,"0.65,0.1,0.34,0.21",0.91
I0319,R021,Veg Burger,Main,162,Y,"0.15,0.02,0.35,0.05",0.43
I0320,R021,Double Patty Burger,Main,268,N,"0.31,0.13,0.41,0.08",0.79
I0321,R021,Zinger Burger,Main,213,N,"0.64,0.03,0.49,0.3",0.49
I0322,R021,French Fries,Side,110,Y,"0.19,0.08,0.6,0.0",0.93
I0323,R021,Onion Rings,Side,120,Y,"0.06,0.0,0.55,0.03",0.53
I0324,R021,Coleslaw,Side,83,Y,"0.04,0.29,0.28,0.24",0.89
I0325,R021,Peri Peri Fries,Side,115,Y,"0.69,0.0,0.57,0.26",0.5
I0326,R021,Coca Cola,Drink,73,Y,"0.09,0.59,0.18,0.1",0.71
I0327,R021,Oreo Shake,Drink,143,Y,"0.09,0.87,0.09,0.03",0.69
I0328,R021,Vanilla Shake,Drink,158,Y,"0.09,0.87,0.09,0.0",0.46
I0329,R021,Chicken Popcorn,Starter,155,N,"0.45,0.03,0.54,0.0",0.59
I0330,R021,Mozzarella Sticks,Starter,179,Y,"0.11,0.15,0.44,0.07",0.89
I0331,R021,Soft Serve,Dessert,96,Y,"0.0,0.77,0.0,0.0",0.94
I0332,R021,Brownie Sundae,Dessert,155,Y,"0.0,0.95,0.05,0.0",0.81
I0333,R022,Classic Burger,Main,200,N,"0.17,0.12,0.41,0.05",0.6
I0334,R022,Spicy Chicken Burger,Main,197,N,"0.61,0.02,0.36,0.18",0.68
I0335,R022,Veg Burger,Main,168,Y,"0.28,0.15,0.34,0.13",0.92
I0336,R022,Double Patty Burger,Main,251,N,"0.32,0.04,0.43,0.03",0.81
I0337,R022,Zinger Burger,Main,229,N,"0.57,0.14,0.48,0.25",0.84
I0338,R022,French Fries,Side,116,Y,"0.04,0.0,0.65,0.07",0.45
I0339,R022,Onion Rings,Side,124,Y,"0.11,0.0,0.58,0.0",0.86
I0340,R022,Coleslaw,Side,88,Y,"0.0,0.21,0.13,0.27",0.69
I0341,R022,Peri Peri Fries,Side,113,Y,"0.64,0.04,0.5,0.28",0.65
I0342,R022,Coca Cola,Drink,51,Y,"0.0,0.5,0.09,0.11",0.65
I0343,R022,Oreo Shake,Drink,165,Y,"0.0,0.8,0.05,0.0",0.52
I0344,R022,Vanilla Shake,Drink,132,Y,"0.0,0.77,0.01,0.1",0.91
I0345,R022,Chicken Popcorn,Starter,152,N,"0.5,0.0,0.46,0.04",0.47
I0346,R022,Mozzarella Sticks,Starter,190,Y,"0.2,0.13,0.48,0.1",0.61
I0347,R022,Soft Serve,Dessert,97,Y,"0.08,0.78,0.0,0.09",0.88
I0348,R022,Brownie Sundae,Dessert,144,Y,"0.03,0.97,0.04,0.01",0.69
I0349,R023,Margherita Pizza,Main,263,Y,"0.2,0.27,0.55,0.4",0.65
I0350,R023,Pepperoni Pizza,Main,333,N,"0.31,0.11,0.66,0.15",0.59
I0351,R023,BBQ Chicken Pizza,Main,348,N,"0.24,0.38,0.55,0.01",0.76
I0352,R023,Farmhouse Pizza,Main,299,Y,"0.25,0.18,0.3,0.14",0.46
I0353,R023,Paneer Tikka Pizza,Main,291,Y,"0.59,0.13,0.47,0.15",0.42
I0354,R023,Garlic Bread,Side,124,Y,"0.05,0.0,0.47,0.0",0.68
I0355,R023,Stuffed Garlic Bread,Side,159,Y,"0.05,0.08,0.52,0.02",0.82
I0356,R023,Coleslaw,Side,96,Y,"0.0,0.16,0.13,0.33",0.52
I0357,R023,Pepsi,Drink,59,Y,"0.0,0.51,0.12,0.25",0.5
I0358,R023,Mountain Dew,Drink,71,Y,"0.0,0.5,0.09,0.49",0.77
I0359,R023,Lemonade,Drink,95,Y,"0.0,0.24,0.0,0.76",0.5
I0360,R023,Pasta Arrabiata,Starter,187,Y,"0.59,0.07,0.26,0.44",0.84
I0361,R023,Chicken Wings,Starter,239,N,"0.61,0.08,0.38,0.21",0.61
I0362,R023,Choco Lava Cake,Dessert,148,Y,"0.0,1.0,0.18,0.07",0.45
I0363,R023,Tiramisu,Dessert,193,Y,"0.07,0.71,0.08,0.02",0.42
I0364,R024,Margherita Pizza,Main,242,Y,"0.04,0.25,0.54,0.31",0.66
I0365,R024,Pepperoni Pizza,Main,337,N,"0.38,0.06,0.68,0.14",0.5
I0366,R024,BBQ Chicken Pizza,Main,363,N,"0.22,0.4,0.5,0.05",0.73
I0367,R024,Farmhouse Pizza,Main,286,Y,"0.18,0.05,0.36,0.16",0.66
I0368,R024,Paneer Tikka Pizza,Main,310,Y,"0.57,0.05,0.4,0.2",0.45
I0369,R024,Garlic Bread,Side,133,Y,"0.09,0.07,0.48,0.0",0.63
I0370,R024,Stuffed Garlic Bread,Side,168,Y,"0.17,0.05,0.4,0.01",0.72
I0371,R024,Coleslaw,Side,93,Y,"0.0,0.13,0.17,0.28",0.86
I0372,R024,Pepsi,Drink,65,Y,"0.01,0.59,0.07,0.25",0.67
I0373,R024,Mountain Dew,Drink,73,Y,"0.03,0.5,0.0,0.46",0.49
I0374,R024,Lemonade,Drink,93,Y,"0.01,0.14,0.08,0.9",0.93
I0375,R024,Pasta Arrabiata,Starter,186,Y,"0.51,0.07,0.39,0.43",0.82
I0376,R024,Chicken Wings,Starter,223,N,"0.63,0.13,0.31,0.13",0.52
I0377,R024,Choco Lava Cake,Dessert,154,Y,"0.0,1.0,0.13,0.02",0.67
I0378,R024,Tiramisu,Dessert,185,Y,"0.0,0.81,0.08,0.0",0.8
I0379,R025,Chicken Biryani,Main,227,N,"0.9,0.0,0.56,0.23",0.84
I0380,R025,Mutton Biryani,Main,299,N,"0.74,0.08,0.5,0.05",0.74
I0381,R025,Veg Biryani,Main,178,Y,"0.56,0.0,0.38,0.17",0.62
I0382,R025,Prawn Biryani,Main,328,N,"0.65,0.04,0.46,0.37",0.44
I0383,R025,Egg Biryani,Main,217,N,"0.63,0.0,0.38,0.18",0.66
I0384,R025,Raita,Side,50,Y,"0.0,0.03,0.2,0.29",0.83
I0385,R025,Mirchi Ka Salan,Side,58,Y,"0.8,0.09,0.38,0.48",0.53
I0386,R025,Brinjal Curry,Side,78,Y,"0.57,0.08,0.4,0.21",0.44
I0387,R025,Lime Soda,Drink,69,Y,"0.0,0.11,0.13,0.64",0.87
I0388,R025,Lassi,Drink,60,Y,"0.09,0.42,0.15,0.14",0.62
I0389,R025,Pepsi,Drink,32,Y,"0.0,0.51,0.11,0.27",0.77
I0390,R025,Chicken 65,Starter,187,N,"0.87,0.05,0.33,0.3",0.8
I0391,R025,Seekh Kebab,Starter,206,N,"0.75,0.0,0.42,0.05",0.44
I0392,R025,Veg Shami Kebab,Starter,159,Y,"0.55,0.09,0.38,0.15",0.42
I0393,R025,Kheer,Dessert,78,Y,"0.06,0.89,0.0,0.01",0.61
I0394,R025,Gulab Jamun,Dessert,65,Y,"0.04,1.0,0.02,0.02",0.84
I0395,R026,Chicken Biryani,Main,232,N,"0.71,0.0,0.48,0.26",0.48
I0396,R026,Mutton Biryani,Main,282,N,"0.76,0.0,0.4,0.06",0.6
I0397,R026,Veg Biryani,Main,178,Y,"0.42,0.0,0.39,0.21",0.68
I0398,R026,Prawn Biryani,Main,313,N,"0.61,0.0,0.42,0.32",0.58
I0399,R026,Egg Biryani,Main,202,N,"0.5,0.0,0.46,0.24",0.71
I0400,R026,Raita,Side,37,Y,"0.01,0.03,0.18,0.23",0.57
I0401,R026,Mirchi Ka Salan,Side,55,Y,"0.63,0.0,0.26,0.36",0.83
I0402,R026,Brinjal Curry,Side,61,Y,"0.45,0.0,0.43,0.32",0.51
I0403,R026,Lime Soda,Drink,43,Y,"0.0,0.0,0.08,0.77",0.61
I0404,R026,Lassi,Drink,87,Y,"0.0,0.37,0.16,0.17",0.94
I0405,R026,Pepsi,Drink,34,Y,"0.0,0.52,0.14,0.2",0.5
I0406,R026,Chicken 65,Starter,182,N,"0.99,0.0,0.44,0.2",0.72
I0407,R026,Seekh Kebab,Starter,197,N,"0.67,0.0,0.56,0.07",0.91
I0408,R026,Veg Shami Kebab,Starter,146,Y,"0.52,0.01,0.44,0.11",0.92
I0409,R026,Kheer,Dessert,84,Y,"0.09,0.84,0.06,0.07",0.44
I0410,R026,Gulab Jamun,Dessert,87,Y,"0.06,0.98,0.1,0.03",0.53
I0411,R027,Butter Chicken,Main,291,N,"0.33,0.18,0.38,0.09",0.73
I0412,R027,Dal Makhani,Main,228,Y,"0.18,0.1,0.48,0.14",0.7
I0413,R027,Paneer Butter Masala,Main,275,Y,"0.39,0.24,0.46,0.12",0.9
I0414,R027,Chicken Tikka Masala,Main,293,N,"0.55,0.13,0.37,0.23",0.42
I0415,R027,Palak Paneer,Main,250,Y,"0.24,0.0,0.45,0.19",0.64
I0416,R027,Mutton Rogan Josh,Main,340,N,"0.52,0.0,0.55,0.11",0.78
I0417,R027,Butter Naan,Side,47,Y,"0.0,0.08,0.35,0.02",0.68
I0418,R027,Garlic Naan,Side,61,Y,"0.1,0.0,0.36,0.08",0.45
I0419,R027,Jeera Rice,Side,96,Y,"0.19,0.0,0.26,0.0",0.51
I0420,R027,Tandoori Roti,Side,45,Y,"0.0,0.0,0.24,0.0",0.44
I0421,R027,Laccha Paratha,Side,51,Y,"0.06,0.0,0.37,0.03",0.77
I0422,R027,Mango Lassi,Drink,85,Y,"0.09,0.55,0.1,0.11",0.58
I0423,R027,Sweet Lassi,Drink,83,Y,"0.09,0.55,0.08,0.0",0.75
I0424,R027,Masala Chai,Drink,53,Y,"0.08,0.35,0.18,0.0",0.64
I0425,R027,Paneer Tikka,Starter,210,Y,"0.54,0.0,0.45,0.26",0.43
I0426,R027,Chicken Tikka,Starter,253,N,"0.56,0.01,0.37,0.04",0.46
I0427,R027,Tandoori Prawn,Starter,331,N,"0.57,0.01,0.43,0.22",0.74
I0428,R027,Samosa,Starter,68,Y,"0.22,0.0,0.29,0.13",0.77
I0429,R027,Gulab Jamun,Dessert,95,Y,"0.0,1.0,0.02,0.0",0.46
I0430,R027,Rasmalai,Dessert,99,Y,"0.0,0.87,0.0,0.0",0.73
I0431,R027,Gajar Ka Halwa,Dessert,98,Y,"0.0,0.74,0.13,0.04",0.75
I0432,R028,Butter Chicken,Main,275,N,"0.41,0.2,0.33,0.06",0.65
I0433,R028,Dal Makhani,Main,211,Y,"0.27,0.19,0.4,0.04",0.61
I0434,R028,Paneer Butter Masala,Main,267,Y,"0.3,0.2,0.44,0.08",0.86
I0435,R028,Chicken Tikka Masala,Main,305,N,"0.43,0.11,0.46,0.14",0.42
I0436,R028,Palak Paneer,Main,237,Y,"0.21,0.0,0.39,0.15",0.82
I0437,R028,Mutton Rogan Josh,Main,357,N,"0.6,0.01,0.45,0.11",0.94
I0438,R028,Butter Naan,Side,57,Y,"0.06,0.01,0.34,0.01",0.94
I0439,R028,Garlic Naan,Side,53,Y,"0.05,0.03,0.35,0.07",0.42
I0440,R028,Jeera Rice,Side,78,Y,"0.07,0.06,0.29,0.1",0.83
I0441,R028,Tandoori Roti,Side,37,Y,"0.0,0.05,0.24,0.07",0.74
I0442,R028,Laccha Paratha,Side,63,Y,"0.0,0.0,0.24,0.0",0.43
I0443,R028,Mango Lassi,Drink,91,Y,"0.01,0.52,0.03,0.2",0.56
I0444,R028,Sweet Lassi,Drink,88,Y,"0.0,0.67,0.2,0.04",0.45
I0445,R028,Masala Chai,Drink,70,Y,"0.15,0.28,0.01,0.0",0.76
I0446,R028,Paneer Tikka,Starter,232,Y,"0.57,0.0,0.44,0.27",0.82
I0447,R028,Chicken Tikka,Starter,271,N,"0.48,0.0,0.43,0.13",0.61
I0448,R028,Tandoori Prawn,Starter,312,N,"0.53,0.08,0.32,0.2",0.55
I0449,R028,Samosa,Starter,79,Y,"0.38,0.0,0.3,0.22",0.88
I0450,R028,Gulab Jamun,Dessert,97,Y,"0.05,1.0,0.09,0.03",0.6
I0451,R028,Rasmalai,Dessert,92,Y,"0.06,0.88,0.09,0.06",0.67
I0452,R028,Gajar Ka Halwa,Dessert,90,Y,"0.07,0.77,0.12,0.01",0.67
I0453,R029,Grilled Chicken,Main,320,N,"0.28,0.05,0.31,0.13",0.86
I0454,R029,Pasta Aglio e Olio,Main,270,Y,"0.12,0.07,0.29,0.0",0.93
I0455,R029,Fish & Chips,Main,346,N,"0.3,0.08,0.58,0.06",0.88
I0456,R029,Risotto,Main,318,Y,"0.05,0.03,0.35,0.0",0.9
I0457,R029,Club Sandwich,Main,245,N,"0.01,0.03,0.45,0.15",0.64
I0458,R029,Caesar Salad,Side,172,Y,"0.04,0.0,0.3,0.13",0.52
I0459,R029,Soup of the Day,Side,161,Y,"0.09,0.0,0.27,0.02",0.87
I0460,R029,Dinner Roll,Side,72,Y,"0.0,0.01,0.18,0.05",0.46
I0461,R029,Fresh Lime Soda,Drink,80,Y,"0.0,0.0,0.0,0.96",0.88
I0462,R029,Iced Tea,Drink,100,Y,"0.1,0.13,0.01,0.2",0.76
I0463,R029,Cold Coffee,Drink,134,Y,"0.0,0.34,0.15,0.08",0.74
I0464,R029,Bruschetta,Starter,184,Y,"0.17,0.0,0.22,0.35",0.72
I0465,R029,Chicken Quesadilla,Starter,222,N,"0.27,0.0,0.46,0.15",0.75
I0466,R029,Cheesecake,Dessert,197,Y,"0.01,0.82,0.12,0.26",0.78
I0467,R029,Panna Cotta,Dessert,197,Y,"0.07,0.78,0.0,0.12",0.5
I0468,R030,Dim Sum Platter,Main,282,Y,"0.26,0.01,0.48,0.29",0.67
I0469,R030,Ramen,Main,313,N,"0.35,0.03,0.51,0.18",0.41
I0470,R030,Pad Thai,Main,301,N,"0.39,0.13,0.47,0.41",0.6
I0471,R030,Sushi Roll,Main,361,N,"0.03,0.0,0.5,0.21",0.72
I0472,R030,Noodles in Schezwan Sauce,Main,250,Y,"0.75,0.0,0.41,0.26",0.68
I0473,R030,Gyoza,Side,190,N,"0.34,0.05,0.38,0.18",0.75
I0474,R030,Spring Roll,Side,157,Y,"0.22,0.0,0.26,0.2",0.51
I0475,R030,Edamame,Side,135,Y,"0.0,0.0,0.32,0.05",0.76
I0476,R030,Green Tea,Drink,90,Y,"0.0,0.14,0.05,0.17",0.43
I0477,R030,Thai Iced Tea,Drink,112,Y,"0.08,0.42,0.12,0.01",0.77
I0478,R030,Mango Smoothie,Drink,161,Y,"0.05,0.42,0.04,0.14",0.49
I0479,R030,Chicken Satay,Starter,240,N,"0.27,0.2,0.46,0.15",0.6
I0480,R030,Prawn Toast,Starter,213,N,"0.26,0.0,0.48,0.15",0.42
I0481,R030,Mochi,Dessert,165,Y,"0.0,0.7,0.0,0.1",0.75
I0482,R030,Mango Sticky Rice,Dessert,165,Y,"0.0,0.77,0.0,0.11",0.6
I0483,R031,Grilled Chicken,Main,318,N,"0.25,0.08,0.43,0.02",0.81
I0484,R031,Pasta Aglio e Olio,Main,270,Y,"0.11,0.07,0.25,0.0",0.61
I0485,R031,Fish & Chips,Main,344,N,"0.14,0.09,0.41,0.16",0.79
I0486,R031,Risotto,Main,310,Y,"0.08,0.0,0.38,0.04",0.55
I0487,R031,Club Sandwich,Main,242,N,"0.11,0.0,0.43,0.01",0.52
I0488,R031,Caesar Salad,Side,186,Y,"0.1,0.09,0.21,0.19",0.56
I0489,R031,Soup of the Day,Side,167,Y,"0.06,0.0,0.29,0.07",0.56
I0490,R031,Dinner Roll,Side,75,Y,"0.0,0.12,0.19,0.02",0.67
I0491,R031,Fresh Lime Soda,Drink,94,Y,"0.06,0.05,0.01,0.96",0.48
I0492,R031,Iced Tea,Drink,109,Y,"0.0,0.15,0.0,0.37",0.88
I0493,R031,Cold Coffee,Drink,150,Y,"0.0,0.45,0.08,0.05",0.57
I0494,R031,Bruschetta,Starter,176,Y,"0.11,0.0,0.3,0.21",0.95
I0495,R031,Chicken Quesadilla,Starter,232,N,"0.26,0.0,0.35,0.27",0.63
I0496,R031,Cheesecake,Dessert,218,Y,"0.0,0.89,0.02,0.12",0.47
I0497,R031,Panna Cotta,Dessert,196,Y,"0.0,0.72,0.0,0.13",0.47
I0498,R032,Grilled Chicken,Main,319,N,"0.15,0.0,0.46,0.14",0.8
I0499,R032,Pasta Aglio e Olio,Main,280,Y,"0.19,0.0,0.39,0.0",0.82
I0500,R032,Fish & Chips,Main,343,N,"0.13,0.0,0.49,0.08",0.69
I0501,R032,Risotto,Main,320,Y,"0.15,0.0,0.39,0.07",0.45
I0502,R032,Club Sandwich,Main,265,N,"0.14,0.07,0.44,0.01",0.86
I0503,R032,Caesar Salad,Side,180,Y,"0.0,0.04,0.39,0.18",0.43
I0504,R032,Soup of the Day,Side,149,Y,"0.05,0.1,0.21,0.08",0.65
I0505,R032,Dinner Roll,Side,73,Y,"0.01,0.02,0.12,0.06",0.47
I0506,R032,Fresh Lime Soda,Drink,71,Y,"0.07,0.1,0.0,0.96",0.6
I0507,R032,Iced Tea,Drink,100,Y,"0.09,0.12,0.02,0.38",0.44
I0508,R032,Cold Coffee,Drink,122,Y,"0.0,0.43,0.16,0.0",0.87
I0509,R032,Bruschetta,Starter,195,Y,"0.07,0.0,0.29,0.23",0.72
I0510,R032,Chicken Quesadilla,Starter,236,N,"0.34,0.0,0.38,0.19",0.59
I0511,R032,Cheesecake,Dessert,219,Y,"0.0,0.76,0.18,0.11",0.74
I0512,R032,Panna Cotta,Dessert,177,Y,"0.03,0.7,0.08,0.1",0.45
I0513,R033,Masala Dosa,Main,82,Y,"0.23,0.04,0.48,0.51",0.75
I0514,R033,Rava Idli,Main,85,Y,"0.11,0.0,0.28,0.24",0.66
I0515,R033,Bisi Bele Bath,Main,125,Y,"0.4,0.18,0.5,0.18",0.5
I0516,R033,Medu Vada,Main,60,Y,"0.22,0.0,0.46,0.06",0.84
I0517,R033,Uttapam,Main,95,Y,"0.21,0.05,0.4,0.39",0.46
I0518,R033,Coconut Chutney,Side,31,Y,"0.0,0.11,0.26,0.15",0.82
I0519,R033,Sambar,Side,45,Y,"0.24,0.07,0.46,0.27",0.86
I0520,R033,Ghee,Side,32,Y,"0.0,0.15,0.06,0.05",0.6
I0521,R033,Tomato Chutney,Side,28,Y,"0.01,0.04,0.39,0.51",0.71
I0522,R033,Filter Coffee,Drink,36,Y,"0.07,0.36,0.19,0.01",0.5
I0523,R033,Buttermilk,Drink,21,Y,"0.0,0.0,0.14,0.41",0.4
I0524,R033,Lassi,Drink,79,Y,"0.02,0.46,0.07,0.04",0.84
I0525,R033,Onion Pakoda,Starter,97,Y,"0.26,0.0,0.32,0.28",0.83
I0526,R033,Mysore Bonda,Starter,87,Y,"0.21,0.07,0.21,0.14",0.76
I0527,R033,Mysore Pak,Dessert,68,Y,"0.0,0.86,0.03,0.0",0.92
I0528,R033,Kesari Bath,Dessert,65,Y,"0.03,0.8,0.06,0.14",0.71
I0529,R034,Grilled Chicken,Main,338,N,"0.29,0.06,0.34,0.12",0.5
I0530,R034,Pasta Aglio e Olio,Main,279,Y,"0.25,0.0,0.24,0.0",0.79
I0531,R034,Fish & Chips,Main,358,N,"0.18,0.1,0.59,0.01",0.73
I0532,R034,Risotto,Main,319,Y,"0.16,0.02,0.43,0.0",0.67
I0533,R034,Club Sandwich,Main,250,N,"0.15,0.0,0.5,0.03",0.89
I0534,R034,Caesar Salad,Side,172,Y,"0.06,0.03,0.35,0.17",0.41
I0535,R034,Soup of the Day,Side,146,Y,"0.05,0.0,0.25,0.02",0.4
I0536,R034,Dinner Roll,Side,62,Y,"0.0,0.08,0.13,0.0",0.88
I0537,R034,Fresh Lime Soda,Drink,81,Y,"0.01,0.0,0.0,0.97",0.76
I0538,R034,Iced Tea,Drink,101,Y,"0.0,0.19,0.06,0.21",0.41
I0539,R034,Cold Coffee,Drink,128,Y,"0.09,0.31,0.03,0.0",0.8
I0540,R034,Bruschetta,Starter,187,Y,"0.19,0.1,0.27,0.4",0.89
I0541,R034,Chicken Quesadilla,Starter,232,N,"0.21,0.09,0.33,0.28",0.49
I0542,R034,Cheesecake,Dessert,193,Y,"0.0,0.89,0.08,0.21",0.91
I0543,R034,Panna Cotta,Dessert,187,Y,"0.0,0.66,0.0,0.01",0.71
I0544,R035,Grilled Chicken,Main,336,N,"0.2,0.0,0.3,0.02",0.85
I0545,R035,Pasta Aglio e Olio,Main,290,Y,"0.22,0.0,0.21,0.0",0.56
I0546,R035,Fish & Chips,Main,342,N,"0.19,0.0,0.56,0.09",0.89
I0547,R035,Risotto,Main,298,Y,"0.02,0.01,0.34,0.08",0.6
I0548,R035,Club Sandwich,Main,254,N,"0.01,0.0,0.35,0.17",0.71
I0549,R035,Caesar Salad,Side,174,Y,"0.05,0.03,0.22,0.17",0.7
I0550,R035,Soup of the Day,Side,164,Y,"0.12,0.01,0.37,0.16",0.63
I0551,R035,Dinner Roll,Side,67,Y,"0.04,0.19,0.21,0.0",0.56
I0552,R035,Fresh Lime Soda,Drink,82,Y,"0.08,0.04,0.0,0.98",0.84
I0553,R035,Iced Tea,Drink,101,Y,"0.1,0.13,0.09,0.29",0.92
I0554,R035,Cold Coffee,Drink,125,Y,"0.09,0.46,0.03,0.0",0.94
I0555,R035,Bruschetta,Starter,183,Y,"0.04,0.06,0.23,0.32",0.58
I0556,R035,Chicken Quesadilla,Starter,233,N,"0.38,0.0,0.38,0.18",0.58
I0557,R035,Cheesecake,Dessert,198,Y,"0.0,0.88,0.0,0.24",0.72
I0558,R035,Panna Cotta,Dessert,195,Y,"0.0,0.68,0.0,0.12",0.82
I0559,R036,Grilled Chicken,Main,340,N,"0.12,0.0,0.46,0.16",0.88
I0560,R036,Pasta Aglio e Olio,Main,298,Y,"0.17,0.0,0.28,0.0",0.73
I0561,R036,Fish & Chips,Main,341,N,"0.13,0.0,0.52,0.14",0.62
I0562,R036,Risotto,Main,302,Y,"0.18,0.0,0.35,0.05",0.91
I0563,R036,Club Sandwich,Main,268,N,"0.07,0.0,0.46,0.06",0.86
I0564,R036,Caesar Salad,Side,197,Y,"0.04,0.0,0.37,0.13",0.94
I0565,R036,Soup of the Day,Side,154,Y,"0.15,0.0,0.35,0.12",0.45
I0566,R036,Dinner Roll,Side,64,Y,"0.0,0.16,0.25,0.05",0.88
I0567,R036,Fresh Lime Soda,Drink,96,Y,"0.0,0.06,0.0,0.94",0.62
I0568,R036,Iced Tea,Drink,104,Y,"0.07,0.28,0.0,0.24",0.86
I0569,R036,Cold Coffee,Drink,146,Y,"0.0,0.31,0.01,0.0",0.51
I0570,R036,Bruschetta,Starter,181,Y,"0.16,0.0,0.33,0.22",0.42
I0571,R036,Chicken Quesadilla,Starter,221,N,"0.3,0.0,0.49,0.19",0.7
I0572,R036,Cheesecake,Dessert,201,Y,"0.0,0.88,0.15,0.24",0.56
I0573,R036,Panna Cotta,Dessert,182,Y,"0.0,0.77,0.06,0.04",0.52
I0574,R037,Butter Chicken,Main,277,N,"0.44,0.15,0.38,0.0",0.83
I0575,R037,Dal Makhani,Main,234,Y,"0.24,0.09,0.33,0.03",0.84
I0576,R037,Paneer Butter Masala,Main,257,Y,"0.25,0.26,0.36,0.19",0.75
I0577,R037,Chicken Tikka Masala,Main,303,N,"0.58,0.17,0.39,0.14",0.57
I0578,R037,Palak Paneer,Main,246,Y,"0.26,0.0,0.32,0.1",0.76
I0579,R037,Mutton Rogan Josh,Main,366,N,"0.67,0.01,0.52,0.06",0.78
I0580,R037,Butter Naan,Side,55,Y,"0.0,0.2,0.33,0.07",0.54
I0581,R037,Garlic Naan,Side,72,Y,"0.09,0.03,0.34,0.0",0.53
I0582,R037,Jeera Rice,Side,71,Y,"0.16,0.06,0.32,0.03",0.77
I0583,R037,Tandoori Roti,Side,53,Y,"0.0,0.0,0.16,0.08",0.62
I0584,R037,Laccha Paratha,Side,73,Y,"0.0,0.04,0.31,0.0",0.8
I0585,R037,Mango Lassi,Drink,87,Y,"0.04,0.53,0.1,0.19",0.6
I0586,R037,Sweet Lassi,Drink,79,Y,"0.07,0.67,0.18,0.0",0.45
I0587,R037,Masala Chai,Drink,44,Y,"0.15,0.35,0.11,0.08",0.92
I0588,R037,Paneer Tikka,Starter,238,Y,"0.47,0.0,0.37,0.25",0.57
I0589,R037,Chicken Tikka,Starter,275,N,"0.58,0.0,0.42,0.09",0.46
I0590,R037,Tandoori Prawn,Starter,311,N,"0.57,0.02,0.49,0.11",0.89
I0591,R037,Samosa,Starter,66,Y,"0.22,0.04,0.31,0.18",0.88
I0592,R037,Gulab Jamun,Dessert,74,Y,"0.0,0.94,0.08,0.01",0.9
I0593,R037,Rasmalai,Dessert,104,Y,"0.0,0.97,0.0,0.0",0.58
I0594,R037,Gajar Ka Halwa,Dessert,85,Y,"0.0,0.71,0.09,0.0",0.83
I0595,R038,Grilled Chicken,Main,328,N,"0.25,0.0,0.45,0.02",0.74
I0596,R038,Pasta Aglio e Olio,Main,290,Y,"0.19,0.0,0.3,0.0",0.69
I0597,R038,Fish & Chips,Main,363,N,"0.17,0.0,0.46,0.17",0.5
I0598,R038,Risotto,Main,311,Y,"0.0,0.05,0.35,0.08",0.57
I0599,R038,Club Sandwich,Main,243,N,"0.08,0.02,0.33,0.16",0.56
I0600,R038,Caesar Salad,Side,179,Y,"0.0,0.0,0.3,0.19",0.78
I0601,R038,Soup of the Day,Side,144,Y,"0.07,0.08,0.27,0.04",0.92
I0602,R038,Dinner Roll,Side,79,Y,"0.06,0.0,0.14,0.1",0.52
I0603,R038,Fresh Lime Soda,Drink,70,Y,"0.02,0.0,0.0,0.93",0.42
I0604,R038,Iced Tea,Drink,108,Y,"0.03,0.25,0.02,0.32",0.43
I0605,R038,Cold Coffee,Drink,123,Y,"0.03,0.3,0.14,0.0",0.61
I0606,R038,Bruschetta,Starter,187,Y,"0.05,0.04,0.24,0.34",0.41
I0607,R038,Chicken Quesadilla,Starter,223,N,"0.33,0.03,0.35,0.22",0.48
I0608,R038,Cheesecake,Dessert,216,Y,"0.08,0.8,0.12,0.16",0.83
I0609,R038,Panna Cotta,Dessert,185,Y,"0.0,0.64,0.0,0.1",0.51
I0610,R039,Grilled Chicken,Main,332,N,"0.18,0.0,0.41,0.18",0.78
I0611,R039,Pasta Aglio e Olio,Main,285,Y,"0.17,0.0,0.33,0.08",0.86
I0612,R039,Fish & Chips,Main,361,N,"0.2,0.09,0.56,0.02",0.8
I0613,R039,Risotto,Main,318,Y,"0.05,0.0,0.5,0.0",0.66
I0614,R039,Club Sandwich,Main,243,N,"0.16,0.07,0.47,0.07",0.77
I0615,R039,Caesar Salad,Side,183,Y,"0.05,0.0,0.35,0.11",0.87
I0616,R039,Soup of the Day,Side,161,Y,"0.13,0.0,0.38,0.19",0.55
I0617,R039,Dinner Roll,Side,73,Y,"0.0,0.16,0.14,0.0",0.93
I0618,R039,Fresh Lime Soda,Drink,78,Y,"0.07,0.04,0.0,0.88",0.89
I0619,R039,Iced Tea,Drink,85,Y,"0.0,0.24,0.0,0.39",0.49
I0620,R039,Cold Coffee,Drink,133,Y,"0.08,0.4,0.11,0.0",0.74
I0621,R039,Bruschetta,Starter,194,Y,"0.07,0.0,0.34,0.37",0.94
I0622,R039,Chicken Quesadilla,Starter,214,N,"0.3,0.0,0.48,0.19",0.43
